time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-04-29T21:10:09.000Z,60.0872,-152.7987,100,2.1,ml,,,,1.53,ak,ak11246067,2014-04-29T21:15:31.860Z,"44km S of Redoubt Volcano, Alaska",earthquake
2014-04-29T21:07:30.100Z,49.4182,-120.5225,0,2.3,Md,,208.8,0.60187124,0.59,uw,uw60747762,2014-04-29T23:57:21.332Z,"4km S of Princeton, Canada",quarry
2014-04-29T20:36:47.200Z,44.2443,-123.267,0,1.3,Md,,64.8,0.20661252,0.53,uw,uw60747712,2014-04-29T23:54:04.964Z,"5km WNW of Junction City, Oregon",quarry
2014-04-29T20:29:13.900Z,36.2228,-120.7872,7.7,1,Md,6,194.4,0.00898315,0,nc,nc72212086,2014-04-29T20:58:05.815Z,"30km E of King City, California",earthquake
2014-04-29T20:25:17.140Z,33.8218333,-117.5088333,0.01,1.57,ml,14,123,0.08755,0.18,ci,ci37218624,2014-04-29T20:45:50.873Z,"2km SSE of El Cerrito, California",quarry_blast
2014-04-29T20:08:41.000Z,61.1462,-147.1384,1.8,1.4,ml,,,,1.07,ak,ak11246030,2014-04-29T20:13:25.453Z,"42km W of Valdez, Alaska",earthquake
2014-04-29T20:00:39.000Z,60.3888,-152.4089,84.1,1.1,ml,,,,0.19,ak,ak11246029,2014-04-30T01:38:34.668Z,"21km ESE of Redoubt Volcano, Alaska",earthquake
2014-04-29T19:56:05.050Z,59.1249,-136.6586,8.44,3,ml,,104,0.76,0.56,us,usb000q4b3,2014-04-30T03:58:37.883Z,"70km W of Haines, Alaska",earthquake
2014-04-29T19:34:51.560Z,36.166,-118.1255,5.62,0.46,ml,8,274,0.2243,0.12,ci,ci37218616,2014-04-29T20:26:35.678Z,"49km S of Lone Pine, California",earthquake
2014-04-29T19:30:47.000Z,61.1576,-147.0132,10.9,1.3,ml,,,,0.99,ak,ak11246017,2014-04-29T19:34:29.697Z,"35km W of Valdez, Alaska",earthquake
2014-04-29T19:07:37.000Z,68.823,-147.5522,19.6,2.7,ml,,,,0.83,ak,ak11246011,2014-04-30T03:10:08.973Z,"113km NW of Arctic Village, Alaska",earthquake
2014-04-29T18:59:09.800Z,33.9781667,-116.9455,19.63,1.04,ml,18,117,0.07083,0.14,ci,ci37218608,2014-04-29T20:10:03.900Z,"3km ENE of Cherry Valley, California",earthquake
2014-04-29T18:52:43.000Z,63.4241,-149.24,91,1.3,ml,,,,0.81,ak,ak11246007,2014-04-29T18:56:11.216Z,"14km WNW of Cantwell, Alaska",earthquake
2014-04-29T18:44:07.000Z,63.0705,-151.6379,0.1,1.3,ml,,,,0.62,ak,ak11246004,2014-04-29T18:49:37.533Z,"114km NW of Talkeetna, Alaska",earthquake
2014-04-29T18:41:20.790Z,36.1213333,-118.0533333,0.44,0.56,ml,10,253,0.1608,0.07,ci,ci37218600,2014-04-29T20:08:05.049Z,"52km NE of Kernville, California",earthquake
2014-04-29T18:39:56.400Z,35.7765,-120.3305,8.1,1.1,Md,16,79.2,0.00898315,0.06,nc,nc72212021,2014-04-29T23:00:03.831Z,"14km NNE of Shandon, California",earthquake
2014-04-29T18:38:18.000Z,64.8332,-147.3169,3.8,1,ml,,,,0.73,ak,ak11246002,2014-04-29T18:42:05.943Z,"9km N of North Pole, Alaska",earthquake
2014-04-29T18:37:02.840Z,33.675,-116.9326667,16.84,1.09,ml,14,118,0.06623,0.12,ci,ci37218592,2014-04-29T20:04:59.999Z,"7km S of East Hemet, California",earthquake
2014-04-29T18:26:21.690Z,33.2431667,-116.7705,14.6,1.07,ml,24,68,0.1345,0.12,ci,ci37218584,2014-04-29T20:02:02.040Z,"23km NE of San Pasqual, California",earthquake
2014-04-29T18:20:26.000Z,45.3177,-121.7027,7.9,0.3,Md,,158.4,0.01796631,0.12,uw,uw60747497,2014-04-29T23:07:49.143Z,"22km E of Mount Hood Village, Oregon",earthquake
2014-04-29T18:15:28.000Z,64.8492,-147.4562,19.7,0.1,ml,5,136.799989056001,,0.42,ak,ak11245940,2014-04-29T18:17:36.154Z,"6km NNE of Badger, Alaska",earthquake
2014-04-29T18:10:34.000Z,62.2589,-148.7178,7.7,1,ml,,,,0.69,ak,ak11245930,2014-04-29T18:13:45.759Z,"52km N of Sutton-Alpine, Alaska",earthquake
2014-04-29T18:05:22.870Z,-37.2155,176.5346,335.75,4.4,mb,,100,1.137,1.2,us,usb000q442,2014-04-30T02:07:57.160Z,"57km ENE of Waihi Beach, New Zealand",earthquake
2014-04-29T17:58:31.100Z,35.8266667,-117.6655,7.91,1.94,ml,29,47,0.05632,0.12,ci,ci37218576,2014-04-29T20:00:17.070Z,"22km N of Ridgecrest, California",earthquake
2014-04-29T17:52:42.780Z,-7.2495,153.9204,40.73,5.1,mb,,50,3.505,1.06,us,usb000q43k,2014-04-30T01:55:23.470Z,"201km WSW of Panguna, Papua New Guinea",earthquake
2014-04-29T17:31:27.900Z,19.2615,-155.4593,8.9,2.5,Md,,68.4,0.03593261,0.17,hv,hv60680336,2014-04-30T01:33:54.542Z,"6km NNE of Pahala, Hawaii",earthquake
2014-04-29T17:09:02.000Z,38.7695,-122.5652,4.5,1.8,Md,6,194.4,0.1706799,0.07,nc,nc72211961,2014-04-29T21:44:05.757Z,"4km S of Hidden Valley Lake, California",earthquake
2014-04-29T17:06:40.400Z,34.4297,-97.6138,5,2.7,ml,,142,,0.91,us,usb000q42s,2014-04-29T21:33:37.350Z,"24km NNW of Healdton, Oklahoma",earthquake
2014-04-29T16:59:24.890Z,33.46,-116.5876667,12.42,1.19,ml,24,100,0.03668,0.12,ci,ci37218568,2014-04-29T19:31:15.270Z,"13km SE of Anza, California",earthquake
2014-04-29T16:59:21.400Z,38.8442,-122.824,2.1,1.2,Md,9,75.6,0.00898315,0.03,nc,nc72211946,2014-04-29T21:08:06.872Z,"9km WNW of Cobb, California",earthquake
2014-04-29T16:57:57.000Z,62.3626,-148.4185,49.1,1.3,ml,,,,0.05,ak,ak11245893,2014-04-30T01:12:56.515Z,"67km NNE of Sutton-Alpine, Alaska",earthquake
2014-04-29T16:55:12.000Z,59.2508,-138.1488,24.4,3.4,ml,,,,0.8,ak,ak11245885,2014-04-30T00:57:49.837Z,"95km ESE of Yakutat, Alaska",earthquake
2014-04-29T16:44:26.000Z,62.9979,-148.1059,14.3,0,ml,,,,0.59,ak,ak11245884,2014-04-30T00:58:10.679Z,"61km SE of Cantwell, Alaska",earthquake
2014-04-29T16:28:23.000Z,62.203,-150.1384,14.8,1.2,ml,13,104.399991648001,0.1410355,0.32,ak,ak11245877,2014-04-29T16:32:54.247Z,"13km S of Talkeetna, Alaska",earthquake
2014-04-29T16:22:26.000Z,61.1097,-146.8962,9.6,1.5,ml,8,125.999989920001,0.1536119,0.76,ak,ak11245875,2014-04-29T16:27:17.909Z,"29km W of Valdez, Alaska",earthquake
2014-04-29T16:19:59.500Z,46.7587,-121.9055,1.1,0.2,Md,,212.4,0.06288207,0.08,uw,uw60747337,2014-04-29T17:20:00.273Z,"24km NW of Packwood, Washington",earthquake
2014-04-29T16:18:15.400Z,46.2105,-122.606,0,0.3,Md,,190.8,0.11678099,0.13,uw,uw60747342,2014-04-29T17:26:42.049Z,"24km E of West Side Highway, Washington",quarry
2014-04-29T16:11:17.600Z,-15.5087,167.6009,161.83,5.1,mb,,34,6.619,0.88,us,usb000q3x2,2014-04-30T00:13:45.467Z,"46km E of Luganville, Vanuatu",earthquake
2014-04-29T16:05:15.000Z,61.4409,-150.2217,35.4,1.4,ml,,,,0.65,ak,ak11245872,2014-04-29T16:08:59.373Z,"16km WSW of Big Lake, Alaska",earthquake
2014-04-29T15:59:01.500Z,46.7642,-121.8978,3.1,0.3,Md,,208.8,0.06288207,0.09,uw,uw60747317,2014-04-29T17:31:22.570Z,"24km NW of Packwood, Washington",earthquake
2014-04-29T15:52:56.490Z,33.5123333,-116.5031667,13.8,0.84,ml,19,126,0.05069,0.1,ci,ci37218560,2014-04-29T19:27:55.830Z,"16km ESE of Anza, California",earthquake
2014-04-29T15:48:27.000Z,61.2308,-147.7098,0.3,1.4,ml,,,,0.9,ak,ak11245870,2014-04-29T15:53:25.499Z,"73km NE of Whittier, Alaska",earthquake
2014-04-29T15:44:29.020Z,34.3436667,-116.8811667,0.01,1.42,ml,19,125,0.08753,0.15,ci,ci37218552,2014-04-29T19:24:51.780Z,"9km NNW of Big Bear City, California",quarry_blast
2014-04-29T15:37:42.000Z,62.7185,-149.3708,68.3,1,ml,15,104.399991648001,0.2641047,0.66,ak,ak11245842,2014-04-29T15:42:59.290Z,"58km NE of Talkeetna, Alaska",earthquake
2014-04-29T15:35:37.000Z,61.4491,-148.1811,21.9,1.1,ml,,,,1.05,ak,ak11245841,2014-04-29T15:39:02.652Z,"45km ESE of Lazy Mountain, Alaska",earthquake
2014-04-29T15:30:27.000Z,61.2292,-151.8941,96,1.9,ml,,,,0.71,ak,ak11245838,2014-04-29T15:40:31.283Z,"68km NNW of Nikiski, Alaska",earthquake
2014-04-29T15:20:36.000Z,61.2042,-148.0868,33.2,1,ml,,,,1.44,ak,ak11245836,2014-04-29T15:22:47.296Z,"57km NNE of Whittier, Alaska",earthquake
2014-04-29T15:17:45.000Z,61.4001,-148.2667,6.6,1.6,ml,,,,1.21,ak,ak11245833,2014-04-29T15:22:46.108Z,"43km ESE of Butte, Alaska",earthquake
2014-04-29T15:12:21.200Z,38.8113,-122.786,3,0.5,Md,15,61.2,0.00898315,0.02,nc,nc72211846,2014-04-29T15:29:05.692Z,"4km NW of The Geysers, California",earthquake
2014-04-29T14:59:33.700Z,36.1575,-96.7409,5,2.7,ml,,95,,0.56,us,usb000q3tf,2014-04-29T18:03:22.073Z,"6km NW of Yale, Oklahoma",earthquake
2014-04-29T14:52:57.300Z,38.9135,-122.4922,7.2,2.2,Md,61,54,0.05389892,0.15,nc,nc72211836,2014-04-29T22:19:09.303Z,"10km E of Lower Lake, California",earthquake
2014-04-29T14:44:42.700Z,41.0783,-121.9327,16,2.3,Md,33,46.8,0.24254513,0.07,nc,nc72211826,2014-04-29T22:54:08.167Z,"26km SE of McCloud, California",earthquake
2014-04-29T14:31:16.000Z,63.2591,-151.0038,1.3,1.2,ml,,,,0.58,ak,ak11245826,2014-04-29T14:34:51.608Z,"103km W of Cantwell, Alaska",earthquake
2014-04-29T14:25:35.000Z,61.0905,-151.9487,81.4,1.7,ml,,,,0.83,ak,ak11245823,2014-04-29T14:31:06.632Z,"57km NW of Nikiski, Alaska",earthquake
2014-04-29T14:19:54.000Z,61.9957,-149.6942,34.8,1,ml,,,,0.27,ak,ak11245818,2014-04-29T14:23:49.378Z,"20km SSE of Y, Alaska",earthquake
2014-04-29T14:14:47.000Z,63.152,-151.2389,1.2,1.4,ml,,,,0.59,ak,ak11245816,2014-04-29T14:20:05.507Z,"108km NNW of Talkeetna, Alaska",earthquake
2014-04-29T14:13:11.000Z,63.0907,-151.3422,0,1.2,ml,,,,0.63,ak,ak11245813,2014-04-29T14:17:01.558Z,"106km NW of Talkeetna, Alaska",earthquake
2014-04-29T14:08:22.000Z,61.0597,-147.0054,0,2,ml,,,,0.69,ak,ak11245808,2014-04-29T14:12:16.518Z,"36km WSW of Valdez, Alaska",earthquake
2014-04-29T14:08:05.200Z,34.4259,-97.6097,5,2.5,ml,,123,,1.04,us,usb000q3sf,2014-04-29T22:10:36.754Z,"24km NNW of Healdton, Oklahoma",earthquake
2014-04-29T14:03:07.500Z,46.3062,-122.3272,15.4,0,Md,,154.8,0.00898315,0.11,uw,uw60747192,2014-04-29T17:34:57.968Z,"28km S of Morton, Washington",earthquake
2014-04-29T13:59:11.610Z,37.2097,-97.9138,5,2.7,mb_lg,,106,0.107,0.47,us,usb000q3qj,2014-04-29T15:21:05.000Z,"12km ENE of Anthony, Kansas",earthquake
2014-04-29T13:48:55.440Z,38.8214989,-122.7666702,2.98,0.56,md,11,125,0.00931,0.02,nc,nc72211791,2014-04-29T16:28:06.993Z,"3km W of Cobb, California",earthquake
